FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,STATE,COUNTY,NAME_E,TOT_POP,COLL_AGE,YNG_PROF,SENIOR,MED_AGE,R_WHITE,NON_WH,R_BLACK,R_NAT_A,R_ASIAN,R_PACIF,R_OTHER,R_2,R_2INCO,R_2_EXCO,TOT_WKRS,T0_9,T10_14,T15_19,T20_24,T25_29,T30_34,T35_44,T45_59,T60,DR_ALONE,CARPOOL,TRANSIT,TR0_9,TR10_14,TR15_19,TR20_24,TR25_29,TR30_34,TR35_44,TR45_59,TR60,WALK,TOT_HSHD,MED_INC,TPOP18,TOT_DIS,OC_UNITS,ZERO_VEH,Lat,Long,TOWN,Neighborhood,Place_Label,Town
549,25,17,312400,1,2.50173E+11,Block Group 1,G5030,S,168833,31436,42.6449238,-71.3022421,G25001703124001,2051.680493,200271.0264,G25001703124001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3124, Middlesex County, Massachusetts",792,73,130,147,28.4,477,332,94,0,9,0,195,17,9,8,181,0,51,4,21,1,26,46,25,7,143,26,0,0,0,0,0,0,0,0,0,0,1,363,18942,546,191,363,162,42.6446112,42.6446112,LOWELL,,Lowell,Lowell
550,25,17,312501,2,2.50173E+11,Block Group 2,G5030,S,450884,0,42.643056,-71.2755917,G25001703125012,3197.97773,450882.454,G25001703125012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3125.01, Middlesex County, Massachusetts",713,54,110,65,41.4,686,27,0,0,27,0,0,0,0,0,383,35,35,25,90,24,37,24,62,51,330,27,26,0,0,0,0,0,0,0,0,26,0,237,100885,563,63,237,10,42.64305604,42.64305604,LOWELL,,Lowell,Lowell
551,25,17,312501,3,2.50173E+11,Block Group 3,G5030,S,517830,0,42.6426743,-71.2924299,G25001703125013,4593.570372,517831.4733,G25001703125013,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3125.01, Middlesex County, Massachusetts",1205,0,216,158,43.2,956,303,20,30,48,0,97,54,0,54,476,43,58,76,166,5,70,25,11,22,390,26,7,0,0,0,0,0,0,0,0,7,51,531,41467,896,97,531,75,42.64267421,42.64267421,LOWELL,,Lowell,Lowell
552,25,17,312502,1,2.50173E+11,Block Group 1,G5030,S,704879,2871,42.6356199,-71.2878852,G25001703125021,3904.671284,707751.0913,G25001703125021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3125.02, Middlesex County, Massachusetts",1838,119,168,248,44.6,1533,338,97,0,144,0,31,33,0,33,942,80,137,208,151,30,58,92,145,41,767,38,97,0,0,0,17,0,0,0,65,15,20,777,54943,1466,146,777,173,42.63661274,42.63661274,LOWELL,,Lowell,Lowell
553,25,17,312502,3,2.50173E+11,Block Group 3,G5030,S,908049,0,42.6352017,-71.2783982,G25001703125023,3892.242628,908049.7746,G25001703125023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3125.02, Middlesex County, Massachusetts",1341,73,132,323,47.2,1110,303,38,0,121,0,0,72,0,72,690,104,104,154,66,45,79,9,61,68,580,59,16,0,0,0,0,10,0,0,0,6,35,565,75583,1098,157,565,36,42.63520181,42.63520181,LOWELL,,Lowell,Lowell
554,25,17,368300,2,2.50174E+11,Block Group 2,G5030,S,157690,0,42.3783309,-71.2445608,G25001703683002,1589.474143,157690.6831,G25001703683002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3683, Middlesex County, Massachusetts",1129,32,436,65,31.5,865,284,128,0,63,0,53,20,0,20,704,209,64,76,28,49,77,7,110,84,483,65,78,0,0,0,0,0,33,7,9,29,55,511,59375,934,75,511,31,42.37833088,42.37833088,WALTHAM,,Waltham,Waltham
555,25,17,363104,3,2.50174E+11,Block Group 3,G5030,S,4450345,166326,42.4504268,-71.4390915,G25001703631043,9230.09213,4616670.119,G25001703631043,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3631.04, Middlesex County, Massachusetts",2129,19,200,343,44.7,1588,710,0,0,372,0,0,169,0,169,978,115,93,92,44,42,145,226,110,111,890,20,68,0,0,0,0,0,0,0,0,68,0,828,116111,1625,187,828,42,42.44958589,42.44958589,ACTON,,Acton,Acton
556,25,17,316102,2,2.50173E+11,Block Group 2,G5030,S,4078496,1807,42.5596734,-71.2609469,G25001703161022,11359.55163,4080302.96,G25001703161022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3161.02, Middlesex County, Massachusetts",2298,83,311,379,43.2,2204,152,0,0,36,0,0,58,58,0,1183,237,230,137,253,23,133,29,86,55,1091,55,19,0,0,0,0,0,0,0,0,19,18,789,105825,1881,154,789,22,42.56072178,42.56072178,BILLERICA,,Billerica,Billerica
557,25,17,339400,4,2.50173E+11,Block Group 4,G5030,S,151298,0,42.4130791,-71.1269814,G25001703394004,2142.054791,151298.5181,G25001703394004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3394, Middlesex County, Massachusetts",846,9,356,81,33.4,759,87,19,0,43,0,25,0,0,0,518,80,53,74,100,9,51,38,93,20,381,18,84,0,0,0,0,0,0,16,48,20,10,402,62262,745,52,402,23,42.41307916,42.41307916,MEDFORD,,Medford,Medford
558,25,17,355000,1,2.50174E+11,Block Group 1,G5030,S,170371,3669,42.39937,-71.1365445,G25001703550001,2024.466853,174039.9986,G25001703550001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3550, Middlesex County, Massachusetts",602,0,223,68,34.4,446,169,61,0,82,0,0,13,0,13,342,6,10,27,42,9,140,71,29,8,151,8,155,0,0,0,11,0,56,61,19,8,19,249,93750,506,50,249,20,42.39912145,42.39912145,CAMBRIDGE,North Cambridge,North Cambridge,Cambridge
559,25,17,321100,1,2.50173E+11,Block Group 1,G5030,S,8431045,25370,42.3630977,-71.50004,G25001703211001,13346.08452,8456411.539,G25001703211001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3211, Middlesex County, Massachusetts",3842,82,426,803,45.1,3220,756,173,0,200,0,115,134,20,114,1843,221,236,417,131,96,223,95,185,239,1754,26,0,0,0,0,0,0,0,0,0,0,63,1649,79421,2989,388,1649,215,42.36202686,42.36202686,MARLBOROUGH,,Marlborough,Marlborough
560,25,17,334400,4,2.50173E+11,Block Group 4,G5030,S,436776,0,42.5200342,-71.0981383,G25001703344004,3064.084374,436777.1245,G25001703344004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3344, Middlesex County, Massachusetts",580,106,117,0,33.3,559,21,0,0,21,0,0,0,0,0,380,53,27,93,45,27,26,24,37,48,355,0,25,0,0,0,0,9,0,0,0,16,0,225,86708,483,2,225,0,42.5200342,42.5200342,READING,,Reading,Reading
561,25,17,339600,2,2.50173E+11,Block Group 2,G5030,S,121943,0,42.4060223,-71.1111664,G25001703396002,1562.114573,121942.4637,G25001703396002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3396, Middlesex County, Massachusetts",1030,102,598,74,27.6,1030,0,0,0,0,0,0,0,0,0,570,100,104,76,93,32,105,23,37,0,371,15,13,0,0,0,0,0,0,13,0,0,171,359,64476,977,0,359,13,42.40602233,42.40602233,MEDFORD,,Medford,Medford
562,25,17,350900,2,2.50174E+11,Block Group 2,G5030,S,125945,0,42.3924624,-71.1180583,G25001703509002,1555.704224,125944.9593,G25001703509002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3509, Middlesex County, Massachusetts",1226,16,470,102,32.3,1088,162,9,0,97,8,0,24,0,24,764,53,50,43,85,72,211,113,51,86,249,10,366,0,0,43,43,17,124,97,42,0,68,512,91522,1023,60,512,71,42.39246241,42.39246241,SOMERVILLE,Spring Hill,Spring Hill,Somerville
563,25,17,312502,2,2.50173E+11,Block Group 2,G5030,S,399223,0,42.6412681,-71.2837026,G25001703125022,2568.442496,399225.4694,G25001703125022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3125.02, Middlesex County, Massachusetts",585,22,100,97,47.6,563,22,0,0,22,0,0,0,0,0,302,33,38,63,19,27,42,44,11,25,267,15,20,0,0,0,0,5,0,0,0,15,0,217,91979,506,42,217,5,42.64126813,42.64126813,LOWELL,,Lowell,Lowell
564,25,17,321300,2,2.50173E+11,Block Group 2,G5030,S,195681,0,42.3462224,-71.5557788,G25001703213002,2315.908393,195681.5987,G25001703213002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3213, Middlesex County, Massachusetts",767,33,152,16,45.1,441,595,42,0,15,0,0,269,20,249,499,145,90,43,91,0,67,16,0,47,322,157,0,0,0,0,0,0,0,0,0,0,0,303,45685,645,87,303,14,42.34622242,42.34622242,MARLBOROUGH,,Marlborough,Marlborough
565,25,17,311300,2,2.50173E+11,Block Group 2,G5030,S,222253,0,42.6367902,-71.3339749,G25001703113002,2046.270444,222251.6778,G25001703113002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3113, Middlesex County, Massachusetts",1292,47,280,219,41.8,549,757,226,0,473,0,30,14,0,14,533,37,101,92,9,42,137,16,50,49,421,66,18,0,0,0,0,0,0,0,9,9,8,443,48274,1069,186,443,38,42.63679021,42.63679021,LOWELL,,Lowell,Lowell
566,25,17,318300,1,2.50173E+11,Block Group 1,G5030,S,3168491,67930,42.5797582,-71.4632833,G25001703183001,11007.59122,3236416.696,G25001703183001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3183, Middlesex County, Massachusetts",924,14,129,67,44,766,241,0,0,75,0,0,83,0,83,533,39,101,65,44,16,113,23,97,35,487,25,11,0,0,0,0,0,0,0,0,11,0,358,171429,732,42,358,0,42.57898291,42.57898291,WESTFORD,,Westford,Westford
567,25,17,316400,6,2.50173E+11,Block Group 6,G5030,S,242178,0,42.5560909,-71.303536,G25001703164006,2562.824346,242177.6893,G25001703164006,Massachusetts,Middlesex County,"Block Group 6, Census Tract 3164, Middlesex County, Massachusetts",508,38,219,9,34.8,339,187,59,0,4,0,88,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.55609093,42.55609093,BILLERICA,,Billerica,Billerica
568,25,17,300100,2,2.50173E+11,Block Group 2,G5030,S,21732341,2550,42.6888111,-71.7975728,G25001703001002,23124.06383,21734893.59,G25001703001002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3001, Middlesex County, Massachusetts",1630,104,220,230,45,1611,19,0,0,19,0,0,0,0,0,830,61,98,114,154,21,79,73,94,136,796,20,7,0,0,0,0,0,0,0,0,7,7,559,84659,1321,150,559,19,42.68020966,42.68020966,ASHBY,,Ashby,Ashby
569,25,17,313101,1,2.50173E+11,Block Group 1,G5030,S,12060782,1513043,42.6766077,-71.429843,G25001703131011,22355.81384,13573824.38,G25001703131011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3131.01, Middlesex County, Massachusetts",2376,107,394,362,37.6,2221,188,30,0,81,0,11,33,0,33,1072,163,108,188,110,53,201,143,44,62,1008,14,35,0,0,0,17,0,0,0,0,18,14,873,78631,1753,180,873,26,42.67599167,42.67599167,TYNGSBOROUGH,,Tyngsborough,Tyngsborough
570,25,17,313102,1,2.50173E+11,Block Group 1,G5030,S,700201,823036,42.6795299,-71.3884265,G25001703131021,5473.850214,1523236.74,G25001703131021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3131.02, Middlesex County, Massachusetts",1020,0,216,195,48.7,936,84,0,0,84,0,0,0,0,0,582,92,50,22,69,0,75,71,133,70,566,16,0,0,0,0,0,0,0,0,0,0,0,378,86339,814,142,378,10,42.67911035,42.67911035,TYNGSBOROUGH,,Tyngsborough,Tyngsborough
571,25,17,313102,2,2.50173E+11,Block Group 2,G5030,S,1816031,230048,42.6750456,-71.4123757,G25001703131022,7843.970549,2046080.289,G25001703131022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3131.02, Middlesex County, Massachusetts",812,14,305,57,35,735,128,0,26,0,0,0,51,0,51,511,45,25,145,79,35,52,0,52,78,495,0,16,0,0,0,0,0,0,0,0,16,0,349,69750,724,96,349,0,42.67668089,42.67668089,TYNGSBOROUGH,,Tyngsborough,Tyngsborough
572,25,17,313102,3,2.50173E+11,Block Group 3,G5030,S,6689754,150407,42.6933171,-71.3955939,G25001703131023,13621.23978,6840156.833,G25001703131023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3131.02, Middlesex County, Massachusetts",2680,126,312,255,40.7,2413,409,0,0,125,0,0,142,0,142,1156,96,145,128,257,39,186,59,91,155,1029,54,54,0,0,0,0,0,0,0,0,54,19,882,81029,1998,243,882,30,42.6913525,42.6913525,TYNGSBOROUGH,,Tyngsborough,Tyngsborough
573,25,17,357500,1,2.50174E+11,Block Group 1,G5030,S,173123,0,42.3845949,-71.1727578,G25001703575001,1741.404458,173122.8946,G25001703575001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3575, Middlesex County, Massachusetts",652,10,50,83,38.3,531,147,16,0,79,0,0,26,0,26,244,19,23,17,46,41,59,16,15,8,210,20,5,0,0,0,0,0,5,0,0,0,0,220,112917,410,21,220,6,42.38459488,42.38459488,BELMONT,,Belmont,Belmont
574,25,17,387202,3,2.50174E+11,Block Group 3,G5030,S,8853169,171089,42.2002762,-71.4641888,G25001703872023,19913.58193,9024256.848,G25001703872023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3872.02, Middlesex County, Massachusetts",1700,21,123,272,48.1,1648,88,0,0,0,0,16,36,36,0,774,25,59,30,83,75,201,41,126,134,633,124,17,0,0,0,0,0,0,0,9,8,0,636,103750,1266,135,636,35,42.19919678,42.19919678,HOLLISTON,,Holliston,Holliston
575,25,17,385100,2,2.50174E+11,Block Group 2,G5030,S,13136609,393478,42.2659675,-71.4907831,G25001703851002,22288.36136,13530082,G25001703851002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3851, Middlesex County, Massachusetts",3841,236,265,421,41.7,3294,597,144,0,351,0,2,50,0,50,1885,74,245,239,176,121,190,208,432,200,1704,102,55,0,0,0,0,0,0,0,28,27,9,1325,124375,2816,207,1325,20,42.26579445,42.26579445,ASHLAND,,Ashland,Ashland
576,25,17,315401,1,2.50173E+11,Block Group 1,G5030,S,2546839,60866,42.6046526,-71.2009329,G25001703154011,8435.472086,2607707.017,G25001703154011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3154.01, Middlesex County, Massachusetts",2234,74,291,459,44.9,2077,186,0,0,128,0,0,29,0,29,1153,102,28,172,85,76,297,118,120,155,1080,21,42,0,0,0,0,0,0,0,14,28,0,932,80938,1786,157,932,23,42.60071829,42.60071829,TEWKSBURY,,Tewksbury,Tewksbury
577,25,17,335100,2,2.50173E+11,Block Group 2,G5030,S,295052,0,42.5102159,-71.0670091,G25001703351002,3444.406874,295052.6106,G25001703351002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3351, Middlesex County, Massachusetts",885,0,173,52,39,757,128,0,0,128,0,0,0,0,0,509,57,49,69,123,27,58,35,46,45,479,0,30,0,0,0,0,0,0,0,15,15,0,403,85104,681,29,403,0,42.51021602,42.51021602,WAKEFIELD,,Wakefield,Wakefield
578,25,17,336300,4,2.50173E+11,Block Group 4,G5030,S,220542,0,42.4541908,-71.054725,G25001703363004,2314.04412,220543.8285,G25001703363004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3363, Middlesex County, Massachusetts",600,42,128,69,43.6,600,0,0,0,0,0,0,0,0,0,387,48,32,39,67,54,62,85,0,0,370,0,0,0,0,0,0,0,0,0,0,0,17,236,141538,510,56,236,0,42.4541908,42.4541908,MELROSE,,Melrose,Melrose
579,25,17,350400,5,2.50174E+11,Block Group 5,G5030,S,106711,0,42.399576,-71.1155899,G25001703504005,1446.53164,106710.8871,G25001703504005,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3504, Middlesex County, Massachusetts",679,9,401,143,29.5,605,83,0,0,65,0,0,9,0,9,469,73,30,37,50,53,115,38,42,31,192,62,150,0,0,28,24,0,52,11,23,12,38,336,102353,653,0,336,34,42.39957598,42.39957598,SOMERVILLE,Powder House,Powder House,Somerville
580,25,17,339801,4,2.50173E+11,Block Group 4,G5030,S,176850,0,42.4119142,-71.0819792,G25001703398014,1629.954092,176850.7921,G25001703398014,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3398.01, Middlesex County, Massachusetts",776,52,205,107,35.5,569,207,18,0,189,0,0,0,0,0,432,47,36,0,48,21,119,45,100,16,352,0,80,0,0,0,0,0,40,0,40,0,0,313,73688,660,60,313,0,42.41191424,42.41191424,MEDFORD,,Medford,Medford
581,25,17,366202,1,2.50174E+11,Block Group 1,G5030,S,12718060,737380,42.3436865,-71.381186,G25001703662021,25308.05733,13455432.37,G25001703662021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3662.02, Middlesex County, Massachusetts",1985,57,100,533,50.5,1792,209,2,0,175,0,0,16,0,16,818,88,95,95,92,46,106,53,148,95,617,133,8,0,0,0,0,0,0,0,8,0,60,862,147679,1524,182,862,119,42.35309681,42.35309681,WAYLAND,,Wayland,Wayland
582,25,17,368600,1,2.50174E+11,Block Group 1,G5030,S,139483,0,42.364485,-71.2299307,G25001703686001,1587.905068,139482.4296,G25001703686001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3686, Middlesex County, Massachusetts",689,12,157,18,36.4,533,156,16,0,0,0,140,0,0,0,437,63,82,118,77,28,30,39,0,0,345,79,0,0,0,0,0,0,0,0,0,0,13,295,88319,526,35,295,0,42.36448505,42.36448505,WALTHAM,,Waltham,Waltham
583,25,17,353800,1,2.50174E+11,Block Group 1,G5030,S,56583,0,42.3709626,-71.1073068,G25001703538001,1020.212067,56583.08095,G25001703538001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3538, Middlesex County, Massachusetts",842,15,346,93,33,688,172,0,0,136,0,0,18,0,18,500,19,17,96,50,97,100,57,47,17,192,0,178,0,0,0,0,49,52,45,32,0,64,423,66417,747,39,423,73,42.3709626,42.3709626,CAMBRIDGE,Mid-Cambridge,Mid-Cambridge,Cambridge
584,25,17,331101,1,2.50173E+11,Block Group 1,G5030,S,1986205,7638,42.5646465,-71.1645158,G25001703311011,8562.571916,1993839.842,G25001703311011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3311.01, Middlesex County, Massachusetts",1649,55,217,242,43.6,1463,304,68,0,0,0,0,118,0,118,799,75,73,81,129,134,100,66,76,65,695,62,42,0,0,0,0,0,0,0,12,30,0,528,104375,1252,127,528,0,42.5647745,42.5647745,WILMINGTON,,Wilmington,Wilmington
585,25,17,326101,2,2.50173E+11,Block Group 2,G5030,S,24339265,136554,42.6141984,-71.6150787,G25001703261012,27250.98088,24475822.33,G25001703261012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3261.01, Middlesex County, Massachusetts",3166,222,211,263,40.1,3008,199,33,0,81,0,3,41,0,41,1469,130,100,79,214,157,127,198,247,217,1276,78,45,0,0,21,0,0,0,0,0,24,19,1065,111307,2114,206,1065,49,42.61189828,42.61189828,GROTON,,Groton,Groton
586,25,17,370300,6,2.50174E+11,Block Group 6,G5030,S,151682,0,42.3730899,-71.1534626,G25001703703006,1781.550732,151682.6311,G25001703703006,Massachusetts,Middlesex County,"Block Group 6, Census Tract 3703, Middlesex County, Massachusetts",617,0,169,0,31.9,530,87,11,0,76,0,0,0,0,0,294,0,34,28,12,27,141,15,25,12,123,35,91,0,0,0,12,0,42,0,25,12,45,285,52802,463,45,285,73,42.37308987,42.37308987,WATERTOWN,,Watertown,Watertown
587,25,17,339400,2,2.50173E+11,Block Group 2,G5030,S,93115,0,42.4117883,-71.1242039,G25001703394002,1435.782809,93114.09012,G25001703394002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3394, Middlesex County, Massachusetts",695,121,320,92,27,643,52,0,0,48,0,4,0,0,0,523,22,21,9,41,65,89,78,116,82,165,53,223,0,0,0,15,10,40,62,84,12,51,271,53550,585,17,271,48,42.41178828,42.41178828,MEDFORD,,Medford,Medford
588,25,17,336100,6,2.50173E+11,Block Group 6,G5030,S,306980,0,42.4711119,-71.0732162,G25001703361006,2525.141369,306980.8983,G25001703361006,Massachusetts,Middlesex County,"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",805,0,170,235,47,565,240,240,0,0,0,0,0,0,0,362,29,36,0,0,86,50,65,59,37,249,73,40,15,0,0,0,0,0,0,0,25,0,366,45500,683,146,366,72,42.47111191,42.47111191,MELROSE,,Melrose,Melrose
589,25,17,342102,3,2.50173E+11,Block Group 3,G5030,S,120594,0,42.4186491,-71.0437228,G25001703421023,1653.439868,120593.8518,G25001703421023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3421.02, Middlesex County, Massachusetts",1183,34,91,203,44.5,894,323,208,27,9,0,11,34,34,0,628,65,151,63,56,9,71,57,104,52,505,48,75,0,0,0,0,0,29,0,0,46,0,499,36625,883,194,499,121,42.41864909,42.41864909,EVERETT,,Everett,Everett
590,25,17,314101,1,2.50173E+11,Block Group 1,G5030,S,1299056,208325,42.6806381,-71.361214,G25001703141011,9375.766078,1507381.281,G25001703141011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3141.01, Middlesex County, Massachusetts",1610,55,168,175,40.2,1375,387,0,0,83,0,0,152,0,152,650,130,66,59,59,52,169,46,8,61,624,26,0,0,0,0,0,0,0,0,0,0,0,519,73168,1112,164,519,17,42.6817495,42.6817495,DRACUT,,Dracut,Dracut
591,25,17,314101,2,2.50173E+11,Block Group 2,G5030,S,1684176,0,42.6922951,-71.359366,G25001703141012,5358.699324,1684173.097,G25001703141012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3141.01, Middlesex County, Massachusetts",1477,96,157,236,47.5,1310,167,34,0,133,0,0,0,0,0,857,47,48,68,127,56,155,88,75,193,698,141,0,0,0,0,0,0,0,0,0,0,0,561,103523,1222,182,561,16,42.69229512,42.69229512,DRACUT,,Dracut,Dracut
592,25,17,314101,3,2.50173E+11,Block Group 3,G5030,S,5114335,349952,42.6681877,-71.3592651,G25001703141013,14460.88334,5464287.455,G25001703141013,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3141.01, Middlesex County, Massachusetts",2719,93,516,328,39.5,2452,276,58,15,168,0,17,9,0,9,1497,28,186,176,243,65,189,297,166,147,1237,201,13,0,0,0,0,0,0,0,0,13,46,1047,71444,2132,295,1047,71,42.67107334,42.67107334,DRACUT,,Dracut,Dracut
593,25,17,314102,1,2.50173E+11,Block Group 1,G5030,S,2257314,195430,42.6914115,-71.3407572,G25001703141021,7251.344313,2452741.219,G25001703141021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3141.02, Middlesex County, Massachusetts",1776,83,242,193,42.3,1457,387,0,0,163,0,88,68,68,0,935,49,161,41,171,101,176,31,149,56,906,29,0,0,0,0,0,0,0,0,0,0,0,575,71817,1429,195,575,15,42.69105131,42.69105131,DRACUT,,Dracut,Dracut
594,25,17,314102,2,2.50173E+11,Block Group 2,G5030,S,968370,0,42.6817922,-71.3402214,G25001703141022,4529.263146,968369.4874,G25001703141022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3141.02, Middlesex County, Massachusetts",1675,110,282,118,32,1343,378,20,0,265,0,1,46,0,46,837,104,60,32,55,53,227,52,159,95,760,11,22,0,0,0,0,0,0,0,22,0,44,500,100833,1158,89,500,30,42.6817922,42.6817922,DRACUT,,Dracut,Dracut
595,25,17,314102,3,2.50173E+11,Block Group 3,G5030,S,811006,3310,42.662614,-71.3383266,G25001703141023,4397.312159,814317.3672,G25001703141023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3141.02, Middlesex County, Massachusetts",1725,99,482,209,33.8,1384,470,92,0,92,0,28,129,0,129,1060,173,35,71,203,180,63,148,135,52,968,14,51,0,0,0,0,0,0,23,28,0,27,654,73864,1352,157,654,32,42.66218712,42.66218712,DRACUT,,Dracut,Dracut
596,25,17,339802,3,2.50173E+11,Block Group 3,G5030,S,151056,0,42.4155245,-71.1001721,G25001703398023,1767.91297,151057.8497,G25001703398023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3398.02, Middlesex County, Massachusetts",444,14,146,121,37.3,444,0,0,0,0,0,0,0,0,0,244,30,42,27,39,0,44,13,49,0,193,40,11,0,0,0,0,0,11,0,0,0,0,170,89500,387,63,170,33,42.41552453,42.41552453,MEDFORD,,Medford,Medford
597,25,17,350500,2,2.50174E+11,Block Group 2,G5030,S,124015,0,42.400669,-71.1240248,G25001703505002,1689.941043,124014.8503,G25001703505002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3505, Middlesex County, Massachusetts",868,11,312,112,39.2,737,185,13,3,61,0,0,54,0,54,497,12,23,16,74,87,131,42,85,27,229,6,224,0,12,0,3,54,71,7,57,20,17,420,59000,786,78,420,77,42.40066903,42.40066903,SOMERVILLE,Tufts,Tufts,Somerville
